seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Rk,Tm,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed
31230,2024,5125,Chet Holmgren,,C,21.0,1,NBA,OKC,82,2413.0,20.4,0.632,0.366,0.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,0.178,1.8,1.5,3.4,3.3,154,OKC,"$10,386,000","$10,880,640","$13,731,368",,,,"$21,266,640"
31231,2024,4597,Chimezie Metu,,C,26.0,6,NBA,TOT,51,859.0,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16.0,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,388,MEM,"$2,019,706",,,,,,"$2,019,706"
31232,2024,4597,Chimezie Metu,,C,26.0,6,NBA,PHO,37,448.0,13.9,0.621,0.392,0.331,6.4,20.6,13.9,5.8,2.1,1.8,15.3,17.0,0.4,0.6,1.0,0.106,-1.6,0.3,-1.3,0.1,388,MEM,"$2,019,706",,,,,,"$2,019,706"
31233,2024,4597,Chimezie Metu,,C,26.0,6,NBA,DET,14,411.0,12.6,0.596,0.377,0.184,4.5,18.5,11.4,9.3,2.8,1.5,16.9,15.4,0.1,0.4,0.5,0.063,-2.7,1.4,-1.3,0.1,388,MEM,"$2,019,706",,,,,,"$2,019,706"
31234,2024,4481,Chris Boucher,,PF,31.0,7,NBA,TOR,50,705.0,16.0,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1.0,3.0,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,133,TOR,"$11,750,000","$10,810,000",,,,,"$22,560,000"
31235,2024,4919,Chris Duarte,,SF,26.0,3,NBA,SAC,59,719.0,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,268,SAC,"$4,124,400","$5,893,768",,,,,"$10,018,168"
31236,2024,5126,Chris Livingston,,SF,20.0,1,NBA,MIL,21,90.0,6.9,0.547,0.227,0.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,0.027,-7.0,-1.0,-8.0,-0.1,462,MIL,"$1,119,563","$1,891,857","$2,221,677","$2,406,205",,,"$3,011,420"
31237,2024,3585,Chris Paul,,PG,38.0,19,NBA,GSW,58,1531.0,14.7,0.544,0.45,0.111,1.3,14.4,7.9,33.4,2.2,0.4,13.4,15.6,2.6,1.7,4.3,0.136,-0.2,1.2,1.0,1.2,43,GSW,"$30,800,000","$30,000,000",,,,,"$15,800,000"
31238,2024,5036,Christian Braun,,SG,22.0,2,NBA,DEN,82,1655.0,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0,310,DEN,"$2,949,120","$3,089,640","$4,921,797",,,,"$6,038,760"
31239,2024,4313,Christian Wood,,PF,28.0,8,NBA,LAL,50,872.0,12.3,0.568,0.432,0.356,5.2,26.1,16.2,7.4,0.9,3.3,14.1,17.6,0.0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2,322,LAL,"$2,709,849","$3,036,040",,,,,"$5,745,889"
31240,2024,4817,Chuma Okeke,,SF,25.0,4,NBA,ORL,47,432.0,6.9,0.465,0.732,0.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,237,ORL,"$5,266,713",,,,,,"$5,266,713"
31241,2024,4230,Clint Capela,,C,29.0,10,NBA,ATL,73,1883.0,20.7,0.59,0.002,0.333,18.7,26.5,22.4,6.9,1.1,5.1,9.5,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0,71,ATL,"$20,616,000","$22,265,280",,,,,"$42,881,280"
31242,2024,4703,Coby White,,PG,23.0,5,NBA,CHI,79,2881.0,14.5,0.57,0.46,0.215,1.7,12.4,6.9,20.8,0.9,0.6,11.1,22.7,3.1,1.6,4.7,0.078,0.7,-1.3,-0.7,0.9,139,CHI,"$11,111,111","$12,000,000","$12,888,889",,,,"$36,000,000"
31243,2024,4704,Cody Martin,,SF,28.0,5,NBA,CHO,28,753.0,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,195,CHO,"$7,560,000","$8,120,000","$8,680,000",,,,"$15,680,000"
31244,2024,4155,Cody Zeller,,C,31.0,11,NBA,NOP,43,320.0,12.8,0.483,0.048,0.613,16.9,22.0,19.5,15.2,1.4,1.5,16.9,12.9,0.4,0.4,0.8,0.124,-2.9,0.3,-2.6,0.0,383,NOP,"$2,019,706",,,,,,"$2,019,706"
31245,2024,5127,Colby Jones,,SG,21.0,1,NBA,SAC,30,192.0,8.9,0.422,0.31,0.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,0.007,-5.4,0.4,-5.0,-0.1,369,SAC,"$2,019,706","$2,120,693","$2,221,677","$2,406,205",,,"$4,140,399"
31246,2024,4819,Cole Anthony,,PG,23.0,4,NBA,ORL,81,1817.0,14.6,0.545,0.36,0.286,4.1,16.1,10.1,19.8,1.7,1.9,12.8,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,231,ORL,"$5,539,771","$12,900,000","$13,100,000","$13,100,000",,,"$31,539,771"
31250,2024,4599,Collin Sexton,,SG,25.0,6,NBA,UTA,78,2075.0,19.9,0.607,0.313,0.356,3.8,7.1,5.4,29.5,1.4,0.8,12.1,27.5,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2.0,93,UTA,"$17,325,000","$18,150,000","$18,975,000",,,,"$54,450,000"
31251,2024,4920,Corey Kispert,,SF,24.0,3,NBA,WAS,80,2067.0,12.8,0.62,0.605,0.198,1.5,10.3,5.8,10.7,0.9,0.6,10.2,19.6,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,283,WAS,"$3,722,040","$5,705,887",,,,,"$9,427,927"
31252,2024,3992,Cory Joseph,,PG,32.0,13,NBA,GSW,26,296.0,6.2,0.47,0.656,0.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,0.034,-4.0,-0.7,-4.7,-0.2,390,IND,"$2,019,706",,,,,,"$2,019,706"
31254,2024,4317,D'Angelo Russell,,PG,27.0,9,NBA,LAL,76,2484.0,16.0,0.588,0.505,0.178,1.3,8.9,5.3,27.6,1.3,1.3,11.8,23.0,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,94,LAL,"$17,307,693","$18,692,307",,,,,"$36,000,000"
31258,2024,4706,DaQuan Jeffries,,SG,26.0,4,NBA,NYK,17,46.0,3.1,0.391,0.588,0.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,469,NYK,"$831,385",,,,,,"$831,385"
31260,2024,4923,Dalano Banton,,PG,24.0,3,NBA,TOT,54,1047.0,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,376,POR,"$2,019,706","$2,196,970",,,,,"$2,019,706"
31261,2024,4923,Dalano Banton,,PG,24.0,3,NBA,BOS,24,171.0,9.9,0.468,0.314,0.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,376,POR,"$2,019,706","$2,196,970",,,,,"$2,019,706"
31262,2024,4923,Dalano Banton,,PG,24.0,3,NBA,POR,30,876.0,14.0,0.508,0.408,0.223,3.5,15.5,9.1,20.5,1.6,1.8,12.0,27.2,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3,376,POR,"$2,019,706","$2,196,970",,,,,"$2,019,706"
31263,2024,5039,Dalen Terry,,SG,21.0,2,NBA,CHI,59,681.0,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2.0,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,296,CHI,"$3,350,760","$3,510,480","$5,399,118",,,,"$6,861,240"
31264,2024,4387,Damian Jones,,C,28.0,8,NBA,CLE,39,270.0,15.8,0.659,0.194,0.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,328,CLE,"$2,586,665",,,,,,"$2,586,665"
31265,2024,4077,Damian Lillard,,PG,33.0,12,NBA,MIL,73,2579.0,19.6,0.59,0.487,0.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,9,MIL,"$45,640,084","$48,787,676","$58,545,211","$63,228,828",,,"$152,972,971"
31266,2024,4705,Daniel Gafford,,C-PF,25.0,5,NBA,TOT,74,1815.0,21.7,0.731,0.0,0.365,11.4,22.1,16.7,9.1,1.7,7.1,11.7,14.7,5.2,2.5,7.8,0.205,0.7,1.9,2.6,2.1,125,DAL,"$12,402,000","$13,394,160","$14,386,320",,,,"$40,182,480"
31267,2024,4705,Daniel Gafford,,C,25.0,5,NBA,WAS,45,1192.0,19.9,0.707,0.0,0.405,11.5,21.1,16.2,8.0,1.7,6.6,11.7,13.9,3.0,1.4,4.4,0.178,-0.2,1.1,0.9,0.9,125,DAL,"$12,402,000","$13,394,160","$14,386,320",,,,"$40,182,480"
31268,2024,4705,Daniel Gafford,,PF,25.0,5,NBA,DAL,29,623.0,25.0,0.769,0.0,0.301,11.3,23.9,17.6,11.1,1.6,7.9,11.7,16.4,2.2,1.1,3.3,0.257,2.5,3.4,5.9,1.3,125,DAL,"$12,402,000","$13,394,160","$14,386,320",,,,"$40,182,480"
31269,2024,4487,Daniel Theis,,C,31.0,7,NBA,TOT,60,1015.0,14.4,0.597,0.242,0.171,9.8,17.1,13.6,8.3,1.0,4.5,11.8,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,201,IND,"$8,670,002",,,,,,"$6,928,876"
31269,2024,4487,Daniel Theis,,C,31.0,7,NBA,TOT,60,1015.0,14.4,0.597,0.242,0.171,9.8,17.1,13.6,8.3,1.0,4.5,11.8,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,443,LAC,"$8,670,002",,,,,,"$1,741,126"
31270,2024,4487,Daniel Theis,,C,31.0,7,NBA,IND,1,8.0,-6.9,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.261,-13.2,-7.3,-20.5,0.0,201,IND,"$8,670,002",,,,,,"$6,928,876"
31270,2024,4487,Daniel Theis,,C,31.0,7,NBA,IND,1,8.0,-6.9,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.261,-13.2,-7.3,-20.5,0.0,443,LAC,"$8,670,002",,,,,,"$1,741,126"
31271,2024,4487,Daniel Theis,,C,31.0,7,NBA,LAC,59,1007.0,14.5,0.601,0.242,0.173,9.9,17.2,13.7,8.3,1.0,4.6,11.9,15.4,1.4,1.2,2.6,0.122,-1.6,0.1,-1.5,0.1,201,IND,"$8,670,002",,,,,,"$6,928,876"
31271,2024,4487,Daniel Theis,,C,31.0,7,NBA,LAC,59,1007.0,14.5,0.601,0.242,0.173,9.9,17.2,13.7,8.3,1.0,4.6,11.9,15.4,1.4,1.2,2.6,0.122,-1.6,0.1,-1.5,0.1,443,LAC,"$8,670,002",,,,,,"$1,741,126"
31272,2024,3807,Danilo Gallinari,,PF-SF,35.0,14,NBA,TOT,49,630.0,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,206,DET,"$6,802,950",,,,,,"$6,802,950"
31273,2024,3807,Danilo Gallinari,,PF,35.0,14,NBA,WAS,26,385.0,13.4,0.581,0.489,0.427,3.3,18.2,10.6,10.8,0.7,0.6,7.2,18.3,0.5,0.1,0.6,0.08,-0.8,-1.8,-2.6,-0.1,206,DET,"$6,802,950",,,,,,"$6,802,950"
31274,2024,3807,Danilo Gallinari,,SF,35.0,14,NBA,DET,6,90.0,23.3,0.799,0.545,1.091,2.4,15.1,8.7,18.6,1.1,1.9,3.0,15.9,0.5,0.1,0.6,0.304,5.9,1.0,6.9,0.2,206,DET,"$6,802,950",,,,,,"$6,802,950"
31275,2024,3807,Danilo Gallinari,,SF,35.0,14,NBA,MIL,17,155.0,7.7,0.523,0.459,0.486,4.3,8.3,6.4,9.6,1.9,0.6,18.2,15.3,0.0,0.1,0.1,0.025,-5.0,-0.2,-5.2,-0.1,206,DET,"$6,802,950",,,,,,"$6,802,950"
31276,2024,3867,Danny Green,,SG,36.0,15,NBA,PHI,2,18.0,0.7,0.0,0.5,0.0,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,485,PHI,"$200,000",,,,,,"$200,000"
31277,2024,4233,Dante Exum,,PG,28.0,7,NBA,DAL,55,1088.0,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,308,DAL,"$3,000,000","$3,150,000",,,,,"$3,000,000"
31278,2024,4389,Danuel House Jr.,,SF,30.0,8,NBA,PHI,34,509.0,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,0.066,-3.4,-0.5,-4.0,-0.3,264,DET,"$4,310,250",,,,,,"$4,310,250"
31279,2024,4390,Dario Šarić,,C,29.0,7,NBA,GSW,64,1098.0,15.3,0.6,0.508,0.24,7.3,20.4,13.9,17.8,1.4,0.8,15.4,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1.0,0.9,392,GSW,"$2,019,706",,,,,,"$2,019,706"
31280,2024,5133,Dariq Whitehead,,SF,19.0,1,NBA,BRK,2,24.0,4.9,0.255,0.6,0.4,0.0,18.8,9.1,15.6,0.0,3.8,0.0,10.6,0.0,0.0,0.0,-0.03,-5.5,-2.4,-7.9,0.0,309,BRK,"$2,966,040","$3,114,240","$3,262,560","$5,366,912",,,"$6,080,280"
31284,2024,4708,Darius Garland,,PG,24.0,5,NBA,CLE,57,1901.0,14.5,0.56,0.423,0.208,1.8,7.1,4.5,29.4,1.9,0.3,16.1,25.3,0.7,2.0,2.7,0.067,0.2,-1.2,-1.0,0.5,31,CLE,"$34,005,250","$36,725,670","$39,446,090","$42,166,510","$44,886,930",,"$197,230,450"
31286,2024,5041,David Roddy,,PF,22.0,2,NBA,TOT,65,1177.0,8.7,0.484,0.401,0.166,4.8,15.2,9.8,10.3,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,0.004,-4.0,-1.0,-5.0,-0.9,321,PHO,"$2,718,240","$2,847,240","$4,831,766",,,,"$5,565,480"
31287,2024,5041,David Roddy,,PF,22.0,2,NBA,MEM,48,1114.0,8.7,0.485,0.404,0.174,4.8,15.2,9.8,10.4,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,0.005,-3.9,-1.0,-5.0,-0.8,321,PHO,"$2,718,240","$2,847,240","$4,831,766",,,,"$5,565,480"
31288,2024,5041,David Roddy,,PF,22.0,2,NBA,PHO,17,63.0,7.9,0.469,0.348,0.043,3.8,15.4,9.9,8.8,1.6,0.0,11.3,18.2,-0.1,0.1,0.0,-0.006,-4.8,-1.0,-5.8,-0.1,321,PHO,"$2,718,240","$2,847,240","$4,831,766",,,,"$5,565,480"
31289,2024,4926,Davion Mitchell,,PG,25.0,3,NBA,SAC,72,1101.0,9.3,0.555,0.489,0.13,1.9,7.9,4.8,16.0,0.7,0.2,11.2,14.9,0.8,0.6,1.3,0.059,-2.4,-1.0,-3.4,-0.4,238,SAC,"$5,063,640","$6,451,077",,,,,"$11,514,717"
31290,2024,4927,Day'Ron Sharpe,,C,22.0,3,NBA,BRK,61,921.0,20.0,0.596,0.051,0.418,18.6,27.9,23.1,14.0,1.3,4.3,16.7,19.7,1.6,1.3,2.9,0.152,-0.4,0.4,0.0,0.5,361,BRK,"$2,210,040","$3,989,122",,,,,"$2,210,040"
31291,2024,4489,De'Aaron Fox,,PG,26.0,7,NBA,SAC,74,2659.0,20.1,0.567,0.374,0.273,2.8,11.8,7.2,25.2,2.7,1.1,10.1,31.0,3.3,3.2,6.5,0.117,2.6,0.1,2.7,3.2,37,SAC,"$32,600,060","$34,848,340","$37,096,620",,,,"$104,545,020"
31292,2024,4709,De'Andre Hunter,,SF,26.0,5,NBA,ATL,57,1681.0,12.7,0.595,0.459,0.296,1.9,12.9,7.2,7.3,1.1,0.9,10.0,20.6,1.6,0.6,2.2,0.062,-0.9,-1.5,-2.4,-0.2,74,ATL,"$20,089,286","$21,696,429","$23,303,571","$24,910,714",,,"$90,000,000"
31293,2024,4602,De'Anthony Melton,,SG,25.0,6,NBA,PHI,38,1023.0,13.4,0.533,0.594,0.219,3.0,12.4,7.6,15.4,2.9,1.4,9.0,18.3,0.8,1.4,2.1,0.099,-0.7,1.2,0.5,0.7,186,PHI,"$8,000,000",,,,,,"$8,000,000"
31294,2024,3810,DeAndre Jordan,,C,35.0,16,NBA,DEN,36,396.0,16.0,0.61,0.0,0.57,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,0.147,-1.7,-0.1,-1.7,0.0,394,DEN,"$2,019,706",,,,,,"$2,019,706"
31296,2024,3872,DeMar DeRozan,,SF,34.0,15,NBA,CHI,79,2989.0,19.7,0.584,0.166,0.452,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8,47,CHI,"$28,600,000",,,,,,"$28,600,000"
31297,2024,4710,Dean Wade,,PF,27.0,5,NBA,CLE,54,1108.0,10.2,0.598,0.871,0.112,3.8,18.2,11.1,5.0,1.8,2.0,7.6,10.5,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6,228,CLE,"$5,709,877","$6,166,667","$6,623,456",,,,"$11,876,544"
31298,2024,4603,Deandre Ayton,,C,25.0,6,NBA,POR,55,1784.0,18.9,0.587,0.013,0.105,10.4,28.9,19.1,8.8,1.5,2.1,11.2,21.1,1.8,2.1,3.9,0.106,0.5,-0.2,0.3,1.0,40,POR,"$32,459,438","$34,005,126","$35,550,814",,,,"$102,015,378"
31299,2024,4394,Dejounte Murray,,SG,27.0,7,NBA,ATL,78,2783.0,17.7,0.555,0.379,0.179,2.3,14.4,8.1,27.9,1.9,0.8,11.3,26.6,3.3,1.6,4.9,0.084,2.3,-0.6,1.7,2.6,88,ATL,"$18,214,000","$25,499,599","$27,539,568","$29,579,537","$31,619,506",,"$100,832,704"
31300,2024,4320,Delon Wright,,PG,31.0,9,NBA,TOT,47,742.0,13.6,0.505,0.362,0.239,2.7,10.0,6.3,20.8,3.5,1.3,6.3,12.8,0.8,0.9,1.7,0.109,-2.0,2.5,0.4,0.5,181,WAS,"$8,195,122",,,,,,"$8,195,122"
31301,2024,4320,Delon Wright,,PG,31.0,9,NBA,WAS,33,456.0,14.1,0.497,0.311,0.238,3.0,11.0,6.9,22.8,3.6,1.4,7.5,13.5,0.4,0.4,0.9,0.092,-1.8,2.3,0.5,0.3,181,WAS,"$8,195,122",,,,,,"$8,195,122"
31302,2024,4320,Delon Wright,,PG,31.0,9,NBA,MIA,14,286.0,12.9,0.52,0.455,0.242,2.4,8.4,5.3,17.6,3.3,1.0,3.9,11.9,0.4,0.5,0.8,0.136,-2.4,2.8,0.3,0.2,181,WAS,"$8,195,122",,,,,,"$8,195,122"
31303,2024,4823,Deni Avdija,,SF,23.0,4,NBA,WAS,75,2257.0,14.9,0.597,0.293,0.34,3.9,22.1,12.8,17.8,1.2,1.3,14.8,20.2,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,218,WAS,"$6,263,188","$15,625,000","$14,375,000","$13,125,000","$11,875,000",,"$61,263,188"
31304,2024,4157,Dennis Schröder,,PG,30.0,11,NBA,TOT,80,2486.0,13.3,0.55,0.397,0.23,1.7,9.2,5.3,28.0,1.2,0.6,13.0,20.3,2.3,1.0,3.3,0.063,-0.5,-1.3,-1.8,0.1,124,BRK,"$12,405,000","$13,025,250",,,,,"$25,430,250"
31305,2024,4157,Dennis Schröder,,PG,30.0,11,NBA,TOR,51,1559.0,13.9,0.559,0.394,0.267,1.5,8.5,4.9,28.0,1.4,0.5,11.7,19.4,2.0,0.5,2.5,0.076,-0.5,-1.3,-1.8,0.1,124,BRK,"$12,405,000","$13,025,250",,,,,"$25,430,250"
31306,2024,4157,Dennis Schröder,,PG,30.0,11,NBA,BRK,29,927.0,12.3,0.535,0.402,0.174,1.9,10.3,6.0,28.0,0.9,0.9,15.0,21.8,0.3,0.5,0.8,0.042,-0.5,-1.4,-1.9,0.0,124,BRK,"$12,405,000","$13,025,250",,,,,"$25,430,250"
31307,2024,4490,Dennis Smith Jr.,,PG,26.0,7,NBA,BRK,56,1059.0,13.4,0.508,0.322,0.172,5.0,12.1,8.5,27.3,3.2,1.0,15.8,17.7,0.5,1.3,1.8,0.08,-2.6,1.8,-0.8,0.3,403,BRK,"$2,019,706",,,,,,"$2,019,706"
31308,2024,5134,Dereck Lively II,,C,19.0,1,NBA,DAL,55,1294.0,18.1,0.728,0.007,0.274,11.4,20.4,16.0,6.4,1.3,5.2,13.1,12.6,3.1,1.8,4.9,0.183,-0.3,0.8,0.5,0.8,250,DAL,"$4,775,640","$5,014,560","$5,253,360","$7,239,131",,,"$9,790,200"
31310,2024,4397,Derrick Jones Jr.,,SF,26.0,8,NBA,DAL,76,1783.0,11.7,0.592,0.483,0.275,5.0,10.3,7.7,5.5,1.4,2.5,10.5,14.9,1.5,1.6,3.1,0.083,-1.3,-0.3,-1.5,0.2,293,CHI,"$5,379,706",,,,,,
31310,2024,4397,Derrick Jones Jr.,,SF,26.0,8,NBA,DAL,76,1783.0,11.7,0.592,0.483,0.275,5.0,10.3,7.7,5.5,1.4,2.5,10.5,14.9,1.5,1.6,3.1,0.083,-1.3,-0.3,-1.5,0.2,397,DAL,"$5,379,706",,,,,,"$2,019,706"
31311,2024,3812,Derrick Rose,,PG,35.0,15,NBA,MEM,24,399.0,13.1,0.54,0.248,0.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,299,MEM,"$3,196,448","$3,356,271",,,,,"$6,552,719"
31312,2024,4492,Derrick White,,SG,29.0,7,NBA,BOS,73,2381.0,16.9,0.611,0.59,0.181,2.4,11.3,7.0,21.2,1.5,3.2,11.0,18.6,5.2,3.3,8.5,0.171,2.4,1.4,3.8,3.5,87,BOS,"$18,357,143","$19,571,429",,,,,"$37,928,572"
31313,2024,4824,Desmond Bane,,SG,25.0,4,NBA,MEM,42,1443.0,18.5,0.589,0.464,0.207,2.6,11.8,7.0,29.2,1.5,1.4,11.7,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,280,MEM,"$3,845,083","$34,005,250","$36,725,670","$39,446,090","$42,166,510","$44,886,930","$201,075,533"
31314,2024,4321,Devin Booker,,PG,27.0,9,NBA,PHO,68,2447.0,21.9,0.611,0.32,0.35,2.7,11.1,7.1,31.2,1.2,1.0,10.6,29.8,7.2,2.0,9.2,0.181,4.0,-1.0,3.0,3.1,24,PHO,"$36,016,200","$49,700,000","$53,676,000","$57,652,000","$61,628,000",,"$258,672,200"
31315,2024,4826,Devin Vassell,,SG,23.0,4,NBA,SAS,68,2248.0,15.7,0.578,0.422,0.19,1.3,11.3,6.3,19.1,1.5,0.8,8.6,23.5,2.0,1.6,3.6,0.077,0.9,-0.9,0.0,1.1,224,SAS,"$5,887,899","$29,347,826","$27,000,000","$27,000,000","$24,652,174","$27,000,000","$140,887,899"
31316,2024,4607,Devonte' Graham,,PG,28.0,6,NBA,SAS,23,313.0,9.4,0.495,0.769,0.148,1.7,10.8,6.2,21.0,1.4,0.5,12.9,17.8,-0.1,0.2,0.1,0.018,-3.0,-0.9,-3.9,-0.1,129,SAS,"$12,100,000","$12,650,000",,,,,"$14,950,000"
31318,2024,4494,Dillon Brooks,,SF,28.0,7,NBA,HOU,72,2227.0,9.4,0.549,0.482,0.191,2.5,9.4,5.9,7.5,1.4,0.4,9.6,17.6,0.6,2.1,2.7,0.058,-3.3,-0.3,-3.6,-0.9,64,HOU,"$22,627,671","$22,255,493","$21,124,110","$19,992,727",,,"$86,000,001"
31320,2024,4400,Domantas Sabonis,,C,27.0,8,NBA,SAC,82,2928.0,23.2,0.637,0.081,0.389,11.0,32.3,21.4,33.9,1.2,1.5,17.9,22.2,8.6,4.0,12.6,0.206,4.0,2.4,6.5,6.2,44,SAC,"$30,600,000","$41,800,000","$44,936,000","$48,072,000","$51,208,000",,"$216,616,000"
31322,2024,4495,Donovan Mitchell,,SG,27.0,7,NBA,CLE,55,1942.0,22.1,0.595,0.454,0.292,2.7,13.4,8.1,28.3,2.6,1.4,11.1,31.4,3.6,2.9,6.4,0.159,4.6,1.2,5.8,3.9,36,CLE,"$33,162,030","$35,410,310","$37,096,620",,,,"$68,572,340"
31323,2024,4608,Donte DiVincenzo,,SG,27.0,6,NBA,NYK,81,2360.0,16.0,0.597,0.702,0.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,0.135,2.5,0.9,3.4,3.2,148,NYK,"$10,900,000","$11,445,000","$11,990,000","$12,535,000",,,"$46,870,000"
31324,2024,4401,Dorian Finney-Smith,,PF,30.0,8,NBA,BRK,68,1934.0,10.1,0.546,0.658,0.09,6.0,12.1,9.0,7.6,1.4,1.8,10.0,13.2,1.0,1.6,2.6,0.065,-2.0,-0.1,-2.0,0.0,113,BRK,"$13,932,008","$14,924,167","$15,378,480",,,,"$28,856,175"
31325,2024,4237,Doug McDermott,,SF,32.0,10,NBA,TOT,64,904.0,9.1,0.6,0.806,0.067,1.2,6.0,3.6,10.3,0.8,0.2,8.7,14.9,0.6,0.3,0.9,0.046,-1.5,-1.9,-3.4,-0.3,114,IND,"$13,750,000",,,,,,"$13,750,000"
31326,2024,4237,Doug McDermott,,SF,32.0,10,NBA,SAS,46,700.0,9.5,0.62,0.805,0.079,1.2,6.2,3.7,11.1,0.7,0.2,9.7,14.9,0.5,0.2,0.8,0.053,-1.0,-1.8,-2.9,-0.2,114,IND,"$13,750,000",,,,,,"$13,750,000"
31327,2024,4237,Doug McDermott,,SF,32.0,10,NBA,IND,18,204.0,7.7,0.537,0.812,0.029,1.1,5.0,3.1,7.6,1.2,0.0,5.4,15.2,0.1,0.0,0.1,0.024,-3.0,-2.2,-5.1,-0.2,114,IND,"$13,750,000",,,,,,"$13,750,000"
31328,2024,4085,Draymond Green,,PF,33.0,12,NBA,GSW,55,1490.0,14.5,0.587,0.347,0.199,5.6,23.0,14.4,28.6,1.8,2.9,25.0,15.3,1.4,2.2,3.6,0.116,-0.6,3.0,2.4,1.7,66,GSW,"$22,321,429","$24,107,143","$25,892,857","$27,678,571",,,"$100,000,000"
